Gene ID,Genomic Location (Gene),Product Description
PF3D7-1224300,"Pf3D7-12-v3:988,628..991,255(+)","polyadenylate-binding protein 1, putative"
PF3D7-1224900,"Pf3D7-12-v3:1,010,832..1,011,342(-)","splicing factor 3B subunit 6, putative"
PF3D7-1227100,"Pf3D7-12-v3:1,093,543..1,095,771(-)",DNA helicase 60
PF3D7-1228500,"Pf3D7-12-v3:1,158,554..1,160,062(+)","RNA pseudouridylate synthase, putative"
PF3D7-1229800,"Pf3D7-12-v3:1,219,136..1,226,465(-)","myosin J, putative"
PF3D7-1230700,"Pf3D7-12-v3:1,259,620..1,262,088(+)",protein transport protein SEC13
PF3D7-1233300,"Pf3D7-12-v3:1,375,346..1,379,587(+)","pentatricopeptide repeat domain-containing protein, putative"
PF3D7-1235300,"Pf3D7-12-v3:1,470,713..1,475,701(+)","CCR4-NOT transcription complex subunit 4, putative"
PF3D7-1236100,"Pf3D7-12-v3:1,506,932..1,508,269(-)",clustered-asparagine-rich protein
PF3D7-1241400,"Pf3D7-12-v3:1,760,416..1,766,391(-)","RNA-binding protein, putative"
PF3D7-1241800,"Pf3D7-12-v3:1,780,012..1,782,648(-)","ATP-dependent RNA helicase DBP9, putative"
PF3D7-1248200,"Pf3D7-12-v3:1,977,865..1,978,938(+)","pre-mRNA-splicing factor RBM22, putative"
PF3D7-1251500,"Pf3D7-12-v3:2,099,852..2,101,969(+)","ATP-dependent RNA helicase DRS1, putative"
PF3D7-1252700,"Pf3D7-12-v3:2,154,618..2,156,124(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1252800,"Pf3D7-12-v3:2,159,573..2,161,615(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1252900,"Pf3D7-12-v3:2,162,707..2,163,145(-)","Plasmodium exported protein, unknown function"
PF3D7-1253100,"Pf3D7-12-v3:2,171,342..2,172,349(+)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-1253300,"Pf3D7-12-v3:2,175,329..2,176,087(+)","Plasmodium exported protein (PHISTa), unknown function, pseudogene"
PF3D7-1253500,"Pf3D7-12-v3:2,183,464..2,184,168(-)","Plasmodium exported protein, unknown function"
PF3D7-1253800,"Pf3D7-12-v3:2,196,157..2,197,122(+)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-1301500,"Pf3D7-13-v3:85,563..86,624(-)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-1303300,"Pf3D7-13-v3:162,917..163,879(+)","conserved Plasmodium protein, unknown function"
PF3D7-1303400,"Pf3D7-13-v3:165,013..168,081(-)","LisH domain-containing protein, putative"
PF3D7-1305600,"Pf3D7-13-v3:274,073..275,200(-)","site-2 protease S2P, putative"
PF3D7-1306900,"Pf3D7-13-v3:323,472..325,032(+)","U1 small nuclear ribonucleoprotein A, putative"
PF3D7-1307900,"Pf3D7-13-v3:351,840..354,818(-)","tripartite motif protein, putative"
PF3D7-1310300,"Pf3D7-13-v3:455,792..456,535(-)","zinc finger protein, putative"
PF3D7-1310600,"Pf3D7-13-v3:465,091..466,552(-)",ras-related protein Rab-5B
PF3D7-1310700,"Pf3D7-13-v3:468,232..468,663(-)","RNA-binding protein, putative"
PF3D7-1311200,"Pf3D7-13-v3:481,499..483,082(-)","alternative splicing regulator, putative"
PF3D7-1311900,"Pf3D7-13-v3:507,900..509,735(+)",V-type proton ATPase catalytic subunit A
PF3D7-1318400,"Pf3D7-13-v3:760,326..764,139(-)","structural maintenance of chromosomes protein 2, putative"
PF3D7-1320800,"Pf3D7-13-v3:854,932..856,463(+)",dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
PF3D7-1320900,"Pf3D7-13-v3:857,147..857,944(-)","RNA-binding protein, putative"
PF3D7-1321700,"Pf3D7-13-v3:902,383..905,166(+)",splicing factor 1
PF3D7-1322500,"Pf3D7-13-v3:953,154..955,789(+)",palmitoyltransferase DHHC5
PF3D7-1326300,"Pf3D7-13-v3:1,092,394..1,094,187(-)","RNA-binding protein, putative"
PF3D7-1329100,"Pf3D7-13-v3:1,227,372..1,234,418(-)","myosin F, putative"
PF3D7-1329200,"Pf3D7-13-v3:1,237,200..1,238,429(-)","conserved Plasmodium protein, unknown function"
PF3D7-1330500,"Pf3D7-13-v3:1,284,988..1,287,165(+)","CTLH domain-containing protein, putative"
PF3D7-1330800,"Pf3D7-13-v3:1,294,615..1,296,966(+)","RNA-binding protein, putative"
PF3D7-1331100,"Pf3D7-13-v3:1,299,906..1,305,294(-)","DNA polymerase theta, putative"
PF3D7-1332700,"Pf3D7-13-v3:1,344,806..1,346,278(-)","ATP-dependent RNA helicase DBP8, putative"
PF3D7-1335300,"Pf3D7-13-v3:1,428,874..1,438,852(-)",reticulocyte binding protein 2 homologue b
PF3D7-1335400,"Pf3D7-13-v3:1,440,779..1,450,385(+)",reticulocyte binding protein 2 homologue a
PF3D7-1335900,"Pf3D7-13-v3:1,464,895..1,466,619(-)",thrombospondin-related anonymous protein
PF3D7-1336400,"Pf3D7-13-v3:1,477,961..1,480,024(-)","RanBPM and CLTH-like protein, putative"
PF3D7-1337400,"Pf3D7-13-v3:1,506,965..1,508,977(+)","zinc finger protein, putative"
PF3D7-1338100,"Pf3D7-13-v3:1,542,080..1,543,981(+)","26S proteasome regulatory subunit RPN3, putative"
PF3D7-1338800,"Pf3D7-13-v3:1,564,932..1,567,660(-)",CPW-WPC family protein
PF3D7-1342600,"Pf3D7-13-v3:1,673,699..1,676,539(+)",myosin A
PF3D7-1343700,"Pf3D7-13-v3:1,724,817..1,726,997(-)",kelch protein K13
PF3D7-1349300,"Pf3D7-13-v3:1,977,269..1,982,692(+)",tyrosine kinase-like protein
PF3D7-1353200,"Pf3D7-13-v3:2,130,531..2,131,065(+)",membrane associated histidine-rich protein 2
PF3D7-1353300,"Pf3D7-13-v3:2,132,068..2,138,583(-)","conserved Plasmodium protein, unknown function"
PF3D7-1353400,"Pf3D7-13-v3:2,139,728..2,143,222(+)","Ran-binding protein, putative"
PF3D7-1356900,"Pf3D7-13-v3:2,263,199..2,264,755(-)",protein kinase 5
PF3D7-1359400,"Pf3D7-13-v3:2,359,251..2,361,198(-)",CUGBP Elav-like family member 1
PF3D7-1360100,"Pf3D7-13-v3:2,405,249..2,406,217(-)","RNA-binding protein, putative"
PF3D7-1360700,"Pf3D7-13-v3:2,426,133..2,431,183(-)","E3 SUMO-protein ligase PIAS, putative"
PF3D7-1360900,"Pf3D7-13-v3:2,440,438..2,442,909(-)","RNA-binding protein, putative"
PF3D7-1361100,"Pf3D7-13-v3:2,450,461..2,453,760(+)",protein transport protein Sec24A
PF3D7-1361200,"Pf3D7-13-v3:2,455,261..2,461,424(+)","conserved Plasmodium protein, unknown function"
PF3D7-1366900,"Pf3D7-13-v3:2,675,590..2,677,966(+)","conserved protein, unknown function"
PF3D7-1367100,"Pf3D7-13-v3:2,681,321..2,682,592(+)","U1 small nuclear ribonucleoprotein 70 kDa homolog, putative"
PF3D7-1370300,"Pf3D7-13-v3:2,787,972..2,788,913(+)",membrane associated histidine-rich protein 1
PF3D7-1372000,"Pf3D7-13-v3:2,832,952..2,834,322(+)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-1372100,"Pf3D7-13-v3:2,837,053..2,839,058(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1372200,"Pf3D7-13-v3:2,840,727..2,841,703(-)",histidine-rich protein III
PF3D7-1401200,"Pf3D7-14-v3:46,833..47,744(+)","Plasmodium exported protein, unknown function"
PF3D7-1401600,"Pf3D7-14-v3:61,364..62,988(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1402300,"Pf3D7-14-v3:85,883..87,883(-)",26S proteasome regulatory subunit RPN6
PF3D7-1402700,"Pf3D7-14-v3:94,980..98,404(-)","U2 snRNP-associated SURP motif-containing protein, putative"
PF3D7-1405900,"Pf3D7-14-v3:205,559..209,003(+)","RNA-binding protein, putative"
PF3D7-1406000,"Pf3D7-14-v3:210,300..210,960(+)","RNA-binding protein 8A, putative"
PF3D7-1406200,"Pf3D7-14-v3:217,845..226,307(+)","transcription elongation factor SPT6, putative"
PF3D7-1406600,"Pf3D7-14-v3:239,747..243,772(+)",ATP-dependent Clp protease regulatory subunit ClpC
PF3D7-1409800,"Pf3D7-14-v3:383,188..384,732(+)","CUGBP Elav-like family member 2, putative"
PF3D7-1414400,"Pf3D7-14-v3:575,496..577,055(+)",serine/threonine protein phosphatase PP1
PF3D7-1417400,"Pf3D7-14-v3:714,708..725,998(+)","rap guanine nucleotide exchange factor, putative, pseudogene"
PF3D7-1418900,"Pf3D7-14-v3:783,078..785,819(-)","ATP-dependent RNA helicase DBP4, putative"
PF3D7-1420000,"Pf3D7-14-v3:828,904..830,773(-)","splicing factor 3B subunit 4, putative"
PF3D7-1423300,"Pf3D7-14-v3:936,168..941,638(+)",serine/threonine protein phosphatase 7
PF3D7-1429600,"Pf3D7-14-v3:1,167,144..1,167,803(+)","conserved Plasmodium protein, unknown function"
PF3D7-1435300,"Pf3D7-14-v3:1,421,901..1,431,221(-)","glutamate synthase [NADH], putative"
PF3D7-1436600,"Pf3D7-14-v3:1,490,654..1,494,214(-)",cGMP-dependent protein kinase
PF3D7-1439500,"Pf3D7-14-v3:1,608,519..1,611,743(+)","oocyst rupture protein 2, putative"
PF3D7-1442300,"Pf3D7-14-v3:1,712,626..1,714,065(-)",tRNA import protein tRIP
PF3D7-1445600,"Pf3D7-14-v3:1,871,778..1,874,381(+)","RNA-binding protein, putative"
PF3D7-1445900,"Pf3D7-14-v3:1,885,443..1,888,323(+)","ATP-dependent RNA helicase DDX5, putative"
PF3D7-1454000,"Pf3D7-14-v3:2,219,080..2,220,615(+)","RNA-binding protein, putative"
PF3D7-1456100,"Pf3D7-14-v3:2,301,456..2,302,844(-)",serine hydroxymethyltransferase
PF3D7-1458000,"Pf3D7-14-v3:2,387,786..2,389,495(+)",cysteine proteinase falcipain 1
PF3D7-1459000,"Pf3D7-14-v3:2,420,764..2,422,989(+)",ATP-dependent RNA helicase DBP5
PF3D7-1460600,"Pf3D7-14-v3:2,473,758..2,474,204(+)",inner membrane complex sub-compartment protein 3
PF3D7-1461200,"Pf3D7-14-v3:2,489,698..2,490,249(+)","U3 small nucleolar ribonucleoprotein protein IMP3, putative"
PF3D7-1464400,"Pf3D7-14-v3:2,604,381..2,605,411(-)","zinc finger protein, putative"
PF3D7-1466100,"Pf3D7-14-v3:2,690,504..2,693,326(+)",protein phosphatase containing kelch-like domains
PF3D7-1468100,"Pf3D7-14-v3:2,786,308..2,794,323(-)","conserved Plasmodium protein, unknown function"
PF3D7-1468700,"Pf3D7-14-v3:2,825,370..2,826,918(+)",eukaryotic initiation factor 4A
PF3D7-1468800,"Pf3D7-14-v3:2,827,942..2,830,443(-)","splicing factor U2AF large subunit, putative"
PF3D7-1469600,"Pf3D7-14-v3:2,852,150..2,862,568(+)",acetyl-CoA carboxylase
PF3D7-1474500,"Pf3D7-14-v3:3,055,715..3,057,820(-)","splicing factor 3A subunit 1, putative"
PF3D7-1474900,"Pf3D7-14-v3:3,072,261..3,073,247(+)","trailer hitch homolog, putative"
PF3D7-1476200,"Pf3D7-14-v3:3,133,951..3,135,651(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1476300,"Pf3D7-14-v3:3,139,140..3,140,982(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1477100,"Pf3D7-14-v3:3,172,972..3,173,644(-)","Plasmodium exported protein (hyp6), unknown function"
PF3D7-1477500,"Pf3D7-14-v3:3,188,888..3,190,548(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1478000,"Pf3D7-14-v3:3,213,581..3,214,617(+)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-1478100,"Pf3D7-14-v3:3,216,399..3,217,296(-)","Plasmodium exported protein (hyp13), unknown function"
PF3D7-1478800,"Pf3D7-14-v3:3,242,909..3,243,629(-)","Plasmodium exported protein, unknown function"
PF3D7-1479200,"Pf3D7-14-v3:3,260,745..3,261,727(+)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-API00100,Pf3D7-API-v3:1..627(+),apicoplast ribosomal protein S4
