Gene ID,Genomic Location (Gene),Product Description
PF3D7-0530500,"Pf3D7-05-v3:1,244,751..1,248,359(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-0531300,"Pf3D7-05-v3:1,281,289..1,282,254(+)","conserved Plasmodium protein, unknown function"
PF3D7-0532400,"Pf3D7-05-v3:1,312,471..1,314,154(+)",lysine-rich membrane-associated PHISTb protein
PF3D7-0532600,"Pf3D7-05-v3:1,318,531..1,319,229(-)","Plasmodium exported protein, unknown function"
PF3D7-0532700,"Pf3D7-05-v3:1,322,400..1,323,249(-)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0532900,"Pf3D7-05-v3:1,326,245..1,327,429(+)",rifin
PF3D7-0533000,"Pf3D7-05-v3:1,329,555..1,330,808(+)","rifin, pseudogene"
PF3D7-0533100,"Pf3D7-05-v3:1,333,470..1,342,964(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0600100,"Pf3D7-06-v3:653..1,432(-)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0600200,"Pf3D7-06-v3:3,503..12,835(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0600300,"Pf3D7-06-v3:15,065..16,410(-)",rifin
PF3D7-0600400,"Pf3D7-06-v3:18,586..22,721(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0600500,"Pf3D7-06-v3:26,557..27,830(+)",rifin
PF3D7-0600600,"Pf3D7-06-v3:29,618..31,484(-)","erythrocyte membrane protein 1 (PfEMP1), exon 2"
PF3D7-0600700,"Pf3D7-06-v3:31,965..33,244(-)",rifin
PF3D7-0601000,"Pf3D7-06-v3:42,097..43,218(-)",exported protein family 4
PF3D7-0601100,"Pf3D7-06-v3:44,450..45,216(+)",exported protein family 3
PF3D7-0601300,"Pf3D7-06-v3:48,874..49,722(-)",exported protein family 1
PF3D7-0601400,"Pf3D7-06-v3:51,351..52,898(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0602000,"Pf3D7-06-v3:82,609..86,922(-)","zinc finger protein, putative"
PF3D7-0602300,"Pf3D7-06-v3:99,781..100,725(+)","liver merozoite formation protein, putative"
PF3D7-0602700,"Pf3D7-06-v3:113,824..115,224(-)","conserved Plasmodium protein, unknown function"
PF3D7-0602800,"Pf3D7-06-v3:116,084..118,024(+)","JmjC domain-containing protein, putative"
PF3D7-0603300,"Pf3D7-06-v3:130,329..132,038(-)",dihydroorotate dehydrogenase
PF3D7-0603400,"Pf3D7-06-v3:133,150..136,461(-)",trophozoite exported protein 1
PF3D7-0603500,"Pf3D7-06-v3:139,193..140,518(+)",cation/H+ antiporter
PF3D7-0603600,"Pf3D7-06-v3:141,418..148,943(-)","conserved Plasmodium protein, unknown function"
PF3D7-0604100,"Pf3D7-06-v3:171,301..177,240(-)",AP2 domain transcription factor
PF3D7-0604500,"Pf3D7-06-v3:189,012..198,078(+)","conserved Plasmodium protein, unknown function"
PF3D7-0605000,"Pf3D7-06-v3:213,558..214,142(+)","50S ribosomal protein L24, putative"
PF3D7-0605300,"Pf3D7-06-v3:222,739..224,287(+)",serine/threonine protein kinase
PF3D7-0605500,"Pf3D7-06-v3:225,346..227,446(-)","cyclin dependent kinase binding protein, putative"
PF3D7-0605700,"Pf3D7-06-v3:236,397..237,251(+)","conserved Plasmodium protein, unknown function"
PF3D7-0605800,"Pf3D7-06-v3:237,811..244,521(-)","DNA repair protein RAD50, putative"
PF3D7-0605900,"Pf3D7-06-v3:247,640..249,166(+)","long chain polyunsaturated fatty acid elongation enzyme, putative"
PF3D7-0606100,"Pf3D7-06-v3:257,604..259,974(+)","RNA-binding protein, putative"
PF3D7-0606400,"Pf3D7-06-v3:263,936..264,830(-)","conserved Plasmodium protein, unknown function"
PF3D7-0606500,"Pf3D7-06-v3:265,839..268,399(-)","polypyrimidine tract-binding protein, putative"
PF3D7-0606600,"Pf3D7-06-v3:270,332..277,762(-)","conserved Plasmodium protein, unknown function"
PF3D7-0606900,"Pf3D7-06-v3:290,426..291,085(-)",glutaredoxin-like protein
PF3D7-0607100,"Pf3D7-06-v3:297,941..301,197(+)","MYND-type zinc finger protein, putative"
PF3D7-0607200,"Pf3D7-06-v3:301,874..303,290(-)","RING zinc finger protein, putative"
PF3D7-0607300,"Pf3D7-06-v3:304,638..306,042(+)",uroporphyrinogen III decarboxylase
PF3D7-0607400,"Pf3D7-06-v3:306,384..309,961(-)","G-protein associated signal transduction protein, putative"
PF3D7-0607600,"Pf3D7-06-v3:313,856..316,882(-)","spindle assembly abnormal protein 6, putative"
PF3D7-0607700,"Pf3D7-06-v3:320,740..328,998(+)","conserved Plasmodium protein, unknown function"
PF3D7-0608000,"Pf3D7-06-v3:335,107..337,368(-)","diphthine methyltransferase, putative"
PF3D7-0608300,"Pf3D7-06-v3:343,212..347,507(+)","heptatricopeptide repeat-containing protein, putative"
PF3D7-0608310,"Pf3D7-06-v3:348,010..349,371(+)","sorting assembly machinery 50 kDa subunit, putative"
PF3D7-0608500,"Pf3D7-06-v3:351,780..352,775(-)","proteasome subunit alpha type-2, putative"
PF3D7-0608600,"Pf3D7-06-v3:355,229..356,276(+)","conserved Plasmodium protein, unknown function"
PF3D7-0608700,"Pf3D7-06-v3:358,391..360,203(+)",T-complex protein 1 subunit zeta
PF3D7-0608800,"Pf3D7-06-v3:362,635..363,879(+)",ornithine aminotransferase
PF3D7-0609100,"Pf3D7-06-v3:388,915..390,748(-)","zinc transporter ZIP1, putative"
PF3D7-0609700,"Pf3D7-06-v3:413,652..419,781(+)","conserved Plasmodium protein, unknown function"
PF3D7-0610200,"Pf3D7-06-v3:437,663..440,545(-)","RNA-binding protein 25, putative"
PF3D7-0610400,"Pf3D7-06-v3:444,747..445,157(+)",histone H3
PF3D7-0610500,"Pf3D7-06-v3:445,761..446,363(-)","peptidyl-tRNA hydrolase PTRHD1, putative"
PF3D7-0610600,"Pf3D7-06-v3:449,291..451,461(+)",calcium-dependent protein kinase 2
PF3D7-0610900,"Pf3D7-06-v3:456,747..460,589(-)","transcription elongation factor SPT5, putative"
PF3D7-0611100,"Pf3D7-06-v3:466,198..466,449(-)","succinate dehydrogenase subunit 3, putative"
PF3D7-0611200,"Pf3D7-06-v3:467,481..468,642(+)","AP2 domain transcription factor, putative"
PF3D7-0611300,"Pf3D7-06-v3:470,049..471,224(+)","ATP synthase-associated protein, putative"
PF3D7-0611400,"Pf3D7-06-v3:471,658..474,150(-)",SWIB/MDM2 domain-containing protein
PF3D7-0611700,"Pf3D7-06-v3:488,579..489,287(-)",60S ribosomal protein L39
PF3D7-0611800,"Pf3D7-06-v3:490,858..501,140(-)","conserved Plasmodium protein, unknown function"
PF3D7-0612100,"Pf3D7-06-v3:509,160..511,130(-)","eukaryotic translation initiation factor 3 subunit L, putative"
PF3D7-0612700,"Pf3D7-06-v3:525,987..527,030(-)",6-cysteine protein
PF3D7-0612800,"Pf3D7-06-v3:528,060..529,175(-)",6-cysteine protein
PF3D7-0613300,"Pf3D7-06-v3:540,077..544,798(-)",rhoptry protein ROP14
PF3D7-0614300,"Pf3D7-06-v3:597,484..600,517(-)","major facilitator superfamily-related transporter, putative"
PF3D7-0614900,"Pf3D7-06-v3:617,762..621,536(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-0615100,"Pf3D7-06-v3:623,023..624,321(-)",enoyl-acyl carrier reductase
PF3D7-0615200,"Pf3D7-06-v3:625,365..627,612(+)","conserved protein, unknown function"
PF3D7-0615300,"Pf3D7-06-v3:627,693..630,317(-)","GPI-anchored wall transfer protein 1, putative"
PF3D7-0615500,"Pf3D7-06-v3:644,052..646,169(+)",cdc2-related protein kinase 5
PF3D7-0615600,"Pf3D7-06-v3:646,637..655,596(-)","zinc finger protein, putative"
PF3D7-0615900,"Pf3D7-06-v3:662,435..667,855(-)","protein phosphatase, putative"
PF3D7-0616500,"Pf3D7-06-v3:684,742..688,857(+)",TRAP-like protein
PF3D7-0616600,"Pf3D7-06-v3:689,254..691,131(-)","conserved protein, unknown function"
PF3D7-0616700,"Pf3D7-06-v3:691,769..693,319(-)","ras GTPAse, putative"
PF3D7-0616800,"Pf3D7-06-v3:695,929..697,494(+)",malate:quinone oxidoreductase
PF3D7-0617300,"Pf3D7-06-v3:720,535..721,312(+)","conserved Plasmodium protein, unknown function"
PF3D7-0617400,"Pf3D7-06-v3:723,117..731,490(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0617500,"Pf3D7-06-v3:735,368..736,327(+)","rifin, pseudogene"
PF3D7-0617600,"Pf3D7-06-v3:738,259..739,265(-)",stevor
PF3D7-0617700,"Pf3D7-06-v3:741,269..742,406(-)",rifin
PF3D7-0617800,"Pf3D7-06-v3:748,416..748,814(-)",histone H2A
PF3D7-0617900,"Pf3D7-06-v3:754,395..754,805(+)",histone H3 variant
PF3D7-0618400,"Pf3D7-06-v3:770,147..772,506(-)","LMBR1 domain-containing protein, putative"
PF3D7-0618500,"Pf3D7-06-v3:774,529..775,470(+)",malate dehydrogenase
PF3D7-0619300,"Pf3D7-06-v3:803,374..814,552(-)","conserved Plasmodium protein, unknown function"
PF3D7-0619500,"Pf3D7-06-v3:820,069..824,247(-)",acyl-CoA synthetase
PF3D7-0620000,"Pf3D7-06-v3:841,846..843,363(-)","secreted ookinete protein 25, putative"
PF3D7-0620400,"Pf3D7-06-v3:851,378..852,955(-)",merozoite surface protein 10
PF3D7-0620500,"Pf3D7-06-v3:855,160..857,112(+)","cleavage stimulation factor subunit 1, putative"
PF3D7-0621100,"Pf3D7-06-v3:865,845..869,909(-)","conserved Plasmodium protein, unknown function"
PF3D7-0621200,"Pf3D7-06-v3:871,297..872,202(-)",pyridoxine biosynthesis protein PDX1
PF3D7-0621400,"Pf3D7-06-v3:878,790..880,784(+)",Pf77 protein
PF3D7-0621500,"Pf3D7-06-v3:881,963..882,994(+)","ribonuclease P/MRP protein subunit RPP1, putative"
PF3D7-0622100,"Pf3D7-06-v3:898,341..902,363(-)","conserved Plasmodium protein, unknown function"
PF3D7-0622200,"Pf3D7-06-v3:903,740..906,322(-)","radical SAM protein, putative"
PF3D7-0622300,"Pf3D7-06-v3:908,017..911,096(+)","vacuolar transporter chaperone, putative"
PF3D7-0622500,"Pf3D7-06-v3:912,406..913,710(-)","RNA methyltransferase, putative"
PF3D7-0622900,"Pf3D7-06-v3:925,105..931,074(-)",AP2 domain transcription factor AP2Tel
PF3D7-0623000,"Pf3D7-06-v3:937,068..938,651(-)",chorismate synthase
PF3D7-0623300,"Pf3D7-06-v3:947,493..948,644(-)","EGF-like membrane protein, putative"
PF3D7-0623400,"Pf3D7-06-v3:950,223..951,506(-)","MEI2-like RNA-binding protein, putative"
PF3D7-0623500,"Pf3D7-06-v3:952,906..954,848(-)",superoxide dismutase [Fe]
PF3D7-0623800,"Pf3D7-06-v3:963,741..970,955(-)","tyrosine kinase-like protein, putative"
PF3D7-0623900,"Pf3D7-06-v3:977,183..978,049(+)","ribonuclease H2 subunit A, putative"
PF3D7-0624200,"Pf3D7-06-v3:985,047..986,870(-)","conserved Plasmodium protein, unknown function"
PF3D7-0624700,"Pf3D7-06-v3:1,009,457..1,010,718(-)","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative"
PF3D7-0625000,"Pf3D7-06-v3:1,020,024..1,021,875(+)","sphingomyelin synthase 1, putative"
PF3D7-0625000,"Pf3D7-06-v3:1,020,024..1,021,875(+)","sphingomyelin synthase 1, putative"
PF3D7-0625700,"Pf3D7-06-v3:1,042,652..1,042,948(-)","conserved protein, unknown function"
PF3D7-0625900,"Pf3D7-06-v3:1,046,986..1,048,052(+)","conserved Plasmodium protein, unknown function"
PF3D7-0626100,"Pf3D7-06-v3:1,056,052..1,058,529(+)","oxidoreductase, short-chain dehydrogenase family, putative"
PF3D7-0626300,"Pf3D7-06-v3:1,061,115..1,062,891(-)",3-oxoacyl-acyl-carrier protein synthase I/II
PF3D7-0626500,"Pf3D7-06-v3:1,069,962..1,072,805(+)","conserved Plasmodium protein, unknown function"
PF3D7-0627500,"Pf3D7-06-v3:1,101,734..1,102,852(-)",protein DJ-1
PF3D7-0628000,"Pf3D7-06-v3:1,121,690..1,122,211(+)",6-pyruvoyltetrahydropterin synthase
PF3D7-0628100,"Pf3D7-06-v3:1,122,801..1,153,664(-)","HECT-domain (ubiquitin-transferase), putative"
PF3D7-0628200,"Pf3D7-06-v3:1,159,862..1,169,080(+)",eukaryotic translation initiation factor 2-alpha kinase
PF3D7-0628400,"Pf3D7-06-v3:1,176,265..1,178,587(+)","protease, putative"
PF3D7-0628600,"Pf3D7-06-v3:1,180,573..1,182,353(-)","DNA methyltransferase 1-associated protein 1, putative"
PF3D7-0629200,"Pf3D7-06-v3:1,199,853..1,200,995(-)","DnaJ protein, putative"
PF3D7-0629300,"Pf3D7-06-v3:1,205,190..1,207,781(+)","phospholipase, putative"
PF3D7-0630100,"Pf3D7-06-v3:1,254,907..1,256,940(-)","conserved Plasmodium protein, unknown function"
PF3D7-0630200,"Pf3D7-06-v3:1,258,880..1,259,939(+)","secreted ookinete protein, putative"
PF3D7-0630400,"Pf3D7-06-v3:1,272,363..1,273,532(-)","conserved Plasmodium protein, unknown function"
PF3D7-0631000,"Pf3D7-06-v3:1,295,474..1,296,331(+)","tetratricopeptide repeat protein, putative"
PF3D7-0631200,"Pf3D7-06-v3:1,313,708..1,315,253(-)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0631300,"Pf3D7-06-v3:1,316,873..1,317,721(+)",exported protein family 1
PF3D7-0631500,"Pf3D7-06-v3:1,321,320..1,322,094(-)",exported protein family 3
PF3D7-0631600,"Pf3D7-06-v3:1,323,294..1,324,435(+)",exported protein family 4
PF3D7-0631800,"Pf3D7-06-v3:1,329,771..1,330,963(+)",rifin
PF3D7-0631900,"Pf3D7-06-v3:1,333,013..1,334,035(+)",stevor
PF3D7-0632000,"Pf3D7-06-v3:1,336,146..1,337,473(+)",rifin
PF3D7-0632100,"Pf3D7-06-v3:1,338,218..1,339,417(-)",rifin
PF3D7-0632200,"Pf3D7-06-v3:1,341,307..1,342,595(-)",rifin
PF3D7-0632300,"Pf3D7-06-v3:1,347,341..1,348,571(+)",rifin
PF3D7-0632400,"Pf3D7-06-v3:1,350,724..1,352,087(+)",rifin
PF3D7-0632500,"Pf3D7-06-v3:1,353,946..1,366,430(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0632700,"Pf3D7-06-v3:1,371,501..1,372,861(+)",rifin
PF3D7-0632800,"Pf3D7-06-v3:1,374,797..1,382,627(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0700100,"Pf3D7-07-v3:20,307..28,083(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0700200,"Pf3D7-07-v3:30,097..31,269(+)",rifin
PF3D7-0700300,"Pf3D7-07-v3:33,585..34,804(-)",rifin
PF3D7-0700400,"Pf3D7-07-v3:36,922..37,927(-)",stevor
PF3D7-0700500,"Pf3D7-07-v3:40,288..41,453(-)",rifin
PF3D7-0700700,"Pf3D7-07-v3:45,559..46,607(+)","stevor, pseudogene"
PF3D7-0701300,"Pf3D7-07-v3:62,220..63,401(-)","rifin, pseudogene"
PF3D7-0701400,"Pf3D7-07-v3:65,718..66,854(-)","exported protein family 4, pseudogene"
PF3D7-0701500,"Pf3D7-07-v3:68,066..68,840(+)",exported protein family 3
PF3D7-0701700,"Pf3D7-07-v3:72,477..73,325(-)",exported protein family 1
PF3D7-0701800,"Pf3D7-07-v3:75,918..77,055(-)",rifin
PF3D7-0701900,"Pf3D7-07-v3:79,890..82,943(-)","Plasmodium exported protein, unknown function"
PF3D7-0702900,"Pf3D7-07-v3:113,144..113,948(-)","centrin, putative"
PF3D7-0703600,"Pf3D7-07-v3:144,019..145,953(+)","conserved protein, unknown function"
PF3D7-0704500,"Pf3D7-07-v3:208,690..213,501(-)","serine/threonine protein kinase, putative"
PF3D7-0704800,"Pf3D7-07-v3:238,159..242,052(-)","protein phosphatase PPM12, putative"
PF3D7-0704900,"Pf3D7-07-v3:243,898..245,016(-)",peptide chain release factor 2
PF3D7-0705100,"Pf3D7-07-v3:252,282..255,251(+)","conserved Plasmodium protein, unknown function"
PF3D7-0705300,"Pf3D7-07-v3:261,977..264,454(+)",origin recognition complex subunit 2
PF3D7-0706000,"Pf3D7-07-v3:293,400..297,089(+)","importin-7, putative"
PF3D7-0706700,"Pf3D7-07-v3:322,907..325,528(+)","DNA mismatch repair protein MSH2, putative"
PF3D7-0707300,"Pf3D7-07-v3:338,885..342,083(+)",rhoptry-associated membrane antigen
PF3D7-0707700,"Pf3D7-07-v3:357,700..360,585(+)","E3 ubiquitin-protein ligase, putative"
PF3D7-0707900,"Pf3D7-07-v3:366,929..367,708(+)","ribosomal protein S8e, putative"
PF3D7-0708200,"Pf3D7-07-v3:374,243..377,393(-)","conserved Plasmodium protein, unknown function"
PF3D7-0708400,"Pf3D7-07-v3:381,592..384,614(+)",heat shock protein 90
PF3D7-0708600,"Pf3D7-07-v3:389,473..390,365(-)","inner membrane complex protein 1d, putative"
PF3D7-0708800,"Pf3D7-07-v3:395,711..398,332(+)",heat shock protein 110
PF3D7-0709000,"Pf3D7-07-v3:403,222..406,317(+)",chloroquine resistance transporter
PF3D7-0709100,"Pf3D7-07-v3:408,215..411,961(+)",Cg1 protein
PF3D7-0709200,"Pf3D7-07-v3:412,343..413,161(-)",glutaredoxin-like protein
PF3D7-0709700,"Pf3D7-07-v3:435,089..436,195(-)",prodrug activation and resistance esterase
PF3D7-0710300,"Pf3D7-07-v3:472,501..473,541(-)","conserved protein, unknown function"
PF3D7-0710400,"Pf3D7-07-v3:474,623..475,720(+)","DNA repair protein RAD14, putative"
PF3D7-0711400,"Pf3D7-07-v3:500,408..502,594(-)","histone deacetylase complex subunit SAP18, putative"
PF3D7-0711500,"Pf3D7-07-v3:505,245..507,311(+)","regulator of chromosome condensation, putative"
PF3D7-0711700,"Pf3D7-07-v3:511,950..519,425(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0711900,"Pf3D7-07-v3:525,063..526,320(-)","rifin, pseudogene"
PF3D7-0712000,"Pf3D7-07-v3:527,338..535,131(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0712200,"Pf3D7-07-v3:540,343..541,541(-)","rifin, pseudogene"
PF3D7-0712300,"Pf3D7-07-v3:542,906..550,520(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0712400,"Pf3D7-07-v3:552,158..559,078(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0712500,"Pf3D7-07-v3:562,906..564,160(-)","rifin, pseudogene"
PF3D7-0712600,"Pf3D7-07-v3:566,726..574,308(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0712800,"Pf3D7-07-v3:581,386..588,923(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0712900,"Pf3D7-07-v3:590,326..597,733(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0713000,"Pf3D7-07-v3:602,141..603,381(+)",rifin
PF3D7-0713300,"Pf3D7-07-v3:609,297..610,522(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0713400,"Pf3D7-07-v3:612,458..613,740(+)",GPCR-like receptor SR25
PF3D7-0713800,"Pf3D7-07-v3:624,379..625,300(-)","negative elongation factor A, putative"
PF3D7-0714600,"Pf3D7-07-v3:667,985..669,712(+)","conserved protein, unknown function"
PF3D7-0715200,"Pf3D7-07-v3:676,061..682,681(-)","conserved Plasmodium protein, unknown function"
PF3D7-0715300,"Pf3D7-07-v3:684,539..686,691(-)","calcium/calmodulin-dependent protein kinase, putative"
PF3D7-0715400,"Pf3D7-07-v3:687,891..688,848(-)","secreted ookinete protein, putative"
PF3D7-0715800,"Pf3D7-07-v3:695,600..696,904(-)","drug/metabolite transporter DMT1, putative"
PF3D7-0715900,"Pf3D7-07-v3:699,239..700,909(+)","cation diffusion facilitator family protein, putative"
PF3D7-0716600,"Pf3D7-07-v3:725,296..727,219(+)",cysteine desulfurase
PF3D7-0717200,"Pf3D7-07-v3:745,191..746,663(-)","conserved Plasmodium protein, unknown function"
PF3D7-0717400,"Pf3D7-07-v3:751,877..754,132(+)","queuine tRNA-ribosyltransferase, putative"
PF3D7-0717500,"Pf3D7-07-v3:755,763..757,696(+)",calcium-dependent protein kinase 4
PF3D7-0717700,"Pf3D7-07-v3:764,794..766,413(-)","serine--tRNA ligase, putative"
PF3D7-0718000,"Pf3D7-07-v3:776,141..795,637(-)","dynein heavy chain, putative"
PF3D7-0718100,"Pf3D7-07-v3:796,514..804,739(-)",exported serine/threonine protein kinase
PF3D7-0718300,"Pf3D7-07-v3:812,301..820,635(-)",cysteine repeat modular protein 2
PF3D7-0718400,"Pf3D7-07-v3:822,438..823,015(+)","mitochondrial ribosomal protein S8 precursor, putative"
PF3D7-0718500,"Pf3D7-07-v3:824,445..825,884(+)","prefoldin subunit 3, putative"
PF3D7-0718800,"Pf3D7-07-v3:833,630..835,051(-)","conserved protein, unknown function"
PF3D7-0719000,"Pf3D7-07-v3:838,135..838,596(+)","conserved protein, unknown function"
PF3D7-0719200,"Pf3D7-07-v3:841,108..842,830(+)",NIMA related kinase 4
PF3D7-0719300,"Pf3D7-07-v3:844,495..847,593(+)","actin-related protein, putative"
PF3D7-0720000,"Pf3D7-07-v3:876,795..877,500(+)","exosome complex component CSL4, putative"
PF3D7-0720500,"Pf3D7-07-v3:886,346..887,487(+)","conserved Plasmodium protein, unknown function"
PF3D7-0720600,"Pf3D7-07-v3:887,816..889,378(-)","conserved protein, unknown function"
PF3D7-0720900,"Pf3D7-07-v3:901,549..902,787(+)","tetratricopeptide repeat protein, putative"
PF3D7-0721300,"Pf3D7-07-v3:922,285..924,984(+)","ATP-dependent RNA helicase DBP7, putative"
PF3D7-0721700,"Pf3D7-07-v3:935,497..936,900(+)","secreted ookinete protein, putative"
PF3D7-0722100,"Pf3D7-07-v3:944,023..945,234(+)","protein pelota homolog, putative"
PF3D7-0722200,"Pf3D7-07-v3:946,363..948,612(+)",rhoptry-associated leucine zipper-like protein 1
PF3D7-0722800,"Pf3D7-07-v3:963,370..965,109(+)","conserved protein, unknown function"
PF3D7-0723200,"Pf3D7-07-v3:972,658..974,272(+)","conserved Plasmodium protein, unknown function"
PF3D7-0723900,"Pf3D7-07-v3:1,000,701..1,004,746(-)","RNA-binding protein, putative"
PF3D7-0724300,"Pf3D7-07-v3:1,021,508..1,022,630(+)","ubiquinone biosynthesis O-methyltransferase, putative"
PF3D7-0724500,"Pf3D7-07-v3:1,024,672..1,026,167(+)","conserved Plasmodium protein, unknown function"
PF3D7-0724900,"Pf3D7-07-v3:1,052,465..1,058,158(+)","kinesin-19, putative"
PF3D7-0725000,"Pf3D7-07-v3:1,058,933..1,062,976(-)","exonuclease I, putative"
PF3D7-0725200,"Pf3D7-07-v3:1,070,980..1,071,737(+)","mago nashi protein homologue, putative"
PF3D7-0725300,"Pf3D7-07-v3:1,072,202..1,074,754(-)","conserved protein, unknown function"
PF3D7-0726100,"Pf3D7-07-v3:1,093,566..1,096,122(-)","Plasmodium exported protein, unknown function"
PF3D7-0726200,"Pf3D7-07-v3:1,100,134..1,102,967(+)","serine/threonine protein kinase, FIKK family"
PF3D7-0727100,"Pf3D7-07-v3:1,152,155..1,155,355(-)","conserved protein, unknown function"
PF3D7-0727300,"Pf3D7-07-v3:1,159,700..1,161,820(-)",DNA (cytosine-5)-methyltransferase
PF3D7-0727900,"Pf3D7-07-v3:1,184,401..1,190,172(+)","conserved Plasmodium protein, unknown function"
PF3D7-0728200,"Pf3D7-07-v3:1,211,657..1,213,517(+)","actin-like protein, putative"
PF3D7-0729200,"Pf3D7-07-v3:1,247,398..1,248,264(+)",1-cys peroxiredoxin
PF3D7-0729800,"Pf3D7-07-v3:1,264,445..1,264,738(+)","dynein light chain, putative"
PF3D7-0730100,"Pf3D7-07-v3:1,282,913..1,285,519(+)","tRNA pseudouridine synthase D, putative"
PF3D7-0730300,"Pf3D7-07-v3:1,297,459..1,301,454(+)","AP2 domain transcription factor AP2-L, putative"
PF3D7-0730400,"Pf3D7-07-v3:1,304,347..1,305,096(+)","IMP1-like protein, putative"
PF3D7-0730800,"Pf3D7-07-v3:1,321,306..1,322,367(+)","Plasmodium exported protein, unknown function, unspecified product"
PF3D7-0730800,"Pf3D7-07-v3:1,321,306..1,322,367(+)","Plasmodium exported protein, unknown function, unspecified product"
PF3D7-0730900,"Pf3D7-07-v3:1,325,375..1,331,813(+)",EMP1-trafficking protein
PF3D7-0731100,"Pf3D7-07-v3:1,338,959..1,341,790(+)",EMP1-trafficking protein
PF3D7-0731300,"Pf3D7-07-v3:1,350,032..1,351,149(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-0731400,"Pf3D7-07-v3:1,353,758..1,355,482(+)","serine/threonine protein kinase, FIKK family, pseudogene"
PF3D7-0731500,"Pf3D7-07-v3:1,358,055..1,362,929(+)",erythrocyte binding antigen-175
PF3D7-0731600,"Pf3D7-07-v3:1,368,161..1,370,596(+)",acyl-CoA synthetase
PF3D7-0731800,"Pf3D7-07-v3:1,378,618..1,380,769(+)","alpha/beta hydrolase, putative"
PF3D7-0732000,"Pf3D7-07-v3:1,385,635..1,386,626(+)",stevor
PF3D7-0732100,"Pf3D7-07-v3:1,387,753..1,389,037(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0732200,"Pf3D7-07-v3:1,390,711..1,392,043(+)",rifin
PF3D7-0732300,"Pf3D7-07-v3:1,396,437..1,397,639(-)",rifin
PF3D7-0732400,"Pf3D7-07-v3:1,399,452..1,400,682(-)",rifin
PF3D7-0732500,"Pf3D7-07-v3:1,402,623..1,403,978(-)",rifin
PF3D7-0732700,"Pf3D7-07-v3:1,408,781..1,409,975(+)",rifin
PF3D7-0732900,"Pf3D7-07-v3:1,414,434..1,415,683(+)",rifin
PF3D7-0733000,"Pf3D7-07-v3:1,417,588..1,426,234(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0800100,"Pf3D7-08-v3:21,361..28,653(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0800200,"Pf3D7-08-v3:29,700..39,033(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0800300,"Pf3D7-08-v3:40,948..50,939(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0800500,"Pf3D7-08-v3:56,352..57,703(-)",rifin
PF3D7-0801000,"Pf3D7-08-v3:84,568..88,422(-)","Plasmodium exported protein (PHISTc), unknown function"
PF3D7-0801800,"Pf3D7-08-v3:119,032..122,067(-)","mannose-6-phosphate isomerase, putative"
PF3D7-0801900,"Pf3D7-08-v3:128,849..142,837(+)","lysine-specific histone demethylase, putative"
PF3D7-0802000,"Pf3D7-08-v3:146,089..150,282(+)","glutamate dehydrogenase, putative"
PF3D7-0802100,"Pf3D7-08-v3:151,808..159,668(-)","AP2 domain transcription factor, putative"
PF3D7-0802200,"Pf3D7-08-v3:165,416..166,078(+)",1-cys peroxiredoxin
PF3D7-0802500,"Pf3D7-08-v3:174,647..178,906(-)","inositol 5-phosphatase, putative"
PF3D7-0802700,"Pf3D7-08-v3:188,566..190,316(+)","conserved Plasmodium protein, unknown function"
PF3D7-0802800,"Pf3D7-08-v3:191,976..194,103(+)",serine/threonine protein phosphatase 2B catalytic subunit A
PF3D7-0803400,"Pf3D7-08-v3:212,252..215,971(+)","DNA repair and recombination protein RAD54, putative"
PF3D7-0803500,"Pf3D7-08-v3:217,888..222,291(+)","AAA family ATPase, putative"
PF3D7-0803600,"Pf3D7-08-v3:223,762..230,209(+)","conserved Plasmodium protein, unknown function"
